,Location,new_reviews,Comp
317,Los Angeles,location activity plan excellent historical place modern touch read read less,Positive
318,CALOUNDRA,staff wonderful accommodate late flight let -PRON- late checkout allow -PRON- leave rather large bus park car park late read read less,Positive
319,Frankfurt,good hotel friendly helpful staff room ok read read less,Positive
320,Manchester,great location clean hotel helpful friendly staff read read less,Positive
322,Miami,exceptionally clean orderly staff extremely courteous helpful thing due environmental condition certain aspect outside wear need refresh paint job read read less,Positive
324,Fort Lauderdale,room small great area read read less,Positive
325,Denver,room clean great view able check initial check time plus pool amenity spectacular read read less,Positive
327,"Wichita, ks",loved location easy check check read read less,Positive
328,Los Angeles,can not beat location super close park disney springs bus great staff issue key neighbor staff responsive cordial everytime reach beware promotional photo feature lobby room main building there s guarantee will not end wing instead slightly outdate unit -PRON- be still decent manage expectation actually get property plus -PRON- be visit use room sleep great place stay read read less,Positive
329,Reno,quiet area great comfortable bed great toiletry well business read read less,Positive
330,"san diego, ca.",great staff clean hotel great location walk distance park next door plenty good food option starbuck cvs across streetlove read read less,Positive
331,Jacksonville,good price point resort 120 night close park good deal read read less,Positive
332,New Hampshire,walk distance disney spring free transportation area park need well breakfast restaurant read read less,Positive
333,Worcester,excellent location friendly helpful staff nice clean room excellent maid badly need refurbishment poor decor carpet old tired read read less,Positive
334,"Williamsport, Pa",close msgrustic well maintain staff friendly helpful read read less,Positive
335,Stockton,location great nice restaurant close quite area nice getaway read read less,Positive
339,Winnipeg,people friendly hallways good condition room small might hotel room like new york read read less,Positive
340,Calgary,really like history build little museum basement quite informative find information staff little unfriendly helpful feel inconvenience ask question checkin staff housekeeping staff great always smile read read less,Positive
